Titolo,URL progetto,URL progetto risolve?,URL sito vetrina,URL sito vetrina risolve?,URL Anticamera,URL Anticamera risolve?,Provenance,KNOT URI,Parzialmente Inacessibile,NOTE,URL progetto First_Seen,URL progetto Last_Seen,URL progetto Status_Code,URL progetto Last_URL_Snapshot,URL sito vetrina First_Seen,URL sito vetrina Last_Seen,URL sito vetrina Status_Code,URL sito vetrina Last_URL_Snapshot
"Italian Natural Language Processing Lab
",http://www.italianlp.it/demo/linguistic-annotation-tool/,TRUE,,,,,KNOT,http://purl.org/knot/data/lingua-project,FALSE,,2014-07-12 10:58:42,2024-09-06 12:14:11,200,https://web.archive.org/web/20240906121411/http://www.italianlp.it/demo/linguistic-annotation-tool/2/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
L'Area Cimiteriale di San Matteo,https://sepolturesanmatteo.labcd.unipi.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/cimi-san-matteo-project,FALSE,,2021-03-05 00:01:09,2024-06-19 07:59:27,200,https://web.archive.org/web/20240619075927/https://sepolturesanmatteo.labcd.unipi.it/?page_id=35,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
LACAM Laboratory,https://lacam.di.uniba.it/activit/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,2012-10-27 00:11:05,2021-12-01 23:50:46,NOSTATUSCODE,https://web.archive.org/web/20211201235046/http://lacam.di.uniba.it/activit/MBLabIT.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Last Letters from the World Wars: Forming Italian Language, Identity and Memory in Texts of Conflict",https://www.ultimelettere.it/LastLetters/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-02-26 08:45:09,2024-06-14 10:38:33,200,https://web.archive.org/web/20240614103833/https://www.ultimelettere.it/LastLetters/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=4.9.25,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Le Lettere di Alessandra Macinghi Strozzi,https://macinghi-strozzi.labdilef.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/macinghi-strozzi-project,FALSE,,2022-06-30 16:45:39,2024-12-05 20:14:14,200,https://web.archive.org/web/20241205201414/https://macinghi-strozzi.labdilef.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Le parole dell'arte. Accademia della crusca,https://mla.accademiadellacrusca.org/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-03-28 15:34:02,2024-12-06 19:21:20,200,https://web.archive.org/web/20241206192120/https://mla.accademiadellacrusca.org/Ricerca/Libera,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
leggo manzoni,https://projects.dharc.unibo.it/leggomanzoni/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2024-04-04 05:56:58,2024-08-06 10:10:15,200,https://web.archive.org/web/20240806101015/https://projects.dharc.unibo.it/leggomanzoni/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Lemlat,,FALSE,http://www.lemlat3.eu/,TRUE,,FALSE,Italian DH Institutions,,TRUE,accedere con credenziali,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2017-12-05 17:00:16,2024-12-08 00:52:13,200,https://web.archive.org/web/20241208005213/http://www.lemlat3.eu/
LIBERaBIT,https://www.liberabit.unisa.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/liberabit-project,FALSE,,2022-09-19 18:31:15,2024-12-23 23:16:27,200,https://web.archive.org/web/20241223231627/https://liberabit.unisa.it/image/stats/start-bell.png,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Library Data Integration: the CoBiS Linked Open Data Project and Portal,https://dati.cobis.to.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2017-04-23 13:44:15,2025-01-05 03:50:57,200,https://web.archive.org/web/20250105035057/https://dati.cobis.to.it/agent/95a5yja38danymj585b5yc1t6ruk0cr,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Libretti d'opera,https://www.librettodopera.it/public/,TRUE,,,,,KNOT,http://purl.org/knot/data/libretti-opera-project,FALSE,,2016-09-06 17:23:02,2024-12-28 22:59:43,200,https://web.archive.org/web/20241228225943/http://www.librettodopera.it/public/css/default.css?random=676f1e0773da0,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Linea: per un portale della letteratura italiana del
Novecento",https://linea.unict.it,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2022-06-26 01:07:51,2023-06-09 20:17:14,200,https://web.archive.org/web/20230609201714/https://linea.unict.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Lineamenta,https://fm.biblhertz.it/fmi/xsl/home.xsl?-token.proj=li,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-08-20 06:02:20,2022-07-12 13:03:30,200,https://web.archive.org/web/20220712130330/http://fm.biblhertz.it/fmi/xsl/home.xsl?-token.proj=li,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Linking Latin,https://lila-erc.eu/LiLaLisp/,TRUE,,FALSE,https://lila-erc.eu/#about-1,TRUE,AIUCD,,FALSE,,2023-10-20 13:14:10,2024-12-09 10:21:39,200,https://web.archive.org/web/20241209102139/https://lila-erc.eu/LiLaLisp/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Lodovico Media Library,https://lodovico.medialibrary.it/home/index.aspx,TRUE,,,,,KNOT,http://purl.org/knot/data/lodovico-project,FALSE,,2021-04-15 10:02:13,2025-01-02 14:02:56,200,https://web.archive.org/web/20250102140256/https://lodovico.medialibrary.it/home/index.aspx,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Manoscritti Italiani Volgari del 17° secolo,https://miv17.labdilef.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/miv17-project,FALSE,,2023-01-28 07:31:05,2024-12-29 22:09:52,200,https://web.archive.org/web/20241229220952/https://miv17.labdilef.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Mappa project,https://mappaproject.arch.unipi.it/mod/Index.php,TRUE,http://www.mappaproject.org/,TRUE,,,KNOT,http://purl.org/knot/data/mappa-open-project,FALSE,,2012-05-24 04:23:54,2024-08-28 20:39:02,200,https://web.archive.org/web/20240828203902/http://mappaproject.arch.unipi.it/mod/Index.php,2012-05-31 03:08:43,2024-11-26 17:19:55,200,https://web.archive.org/web/20241126171955/http://www.mappaproject.org/mod/
Maps and Gazetteers,https://maps.biblhertz.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,impossibile raggiungere il sito,2020-04-11 10:57:01,2024-12-18 20:28:36,200,https://web.archive.org/web/20241218202836/https://maps.biblhertz.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Matilde Di Canossa,http://www.labcd.unipi.it/matildedicanossa,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2021-03-19 07:48:28,2024-06-03 02:31:15,200,https://web.archive.org/web/20240603023115/https://www.labcd.unipi.it/matildedicanossa/js/main/interface_control/ic_search.js,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"mAuth - Mining Authoritativeness
in Art History",https://projects.dharc.unibo.it/mauth/search,TRUE,,,,,KNOT,http://purl.org/knot/data/mauth-project,TRUE,,2023-01-30 20:56:53,2023-09-27 18:55:49,406,https://web.archive.org/web/20230927185549/http://projects.dharc.unibo.it/mauth/search?uri_source=39794,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
MaximHum,,FALSE,https://maximhum.fileli.unipi.it/,TRUE,,FALSE,AIUCD,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2024-05-16 12:30:57,2024-12-02 13:52:54,200,https://web.archive.org/web/20241202135254/https://maximhum.fileli.unipi.it/wp-content/uploads/2024/11/Screenshot-2024-11-06-alle-18.16.39.png
melody. make me a linked open data story,https://projects.dharc.unibo.it/melody/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,"a volte carica tutte le lettere, a volte no",2022-10-06 19:12:07,2024-11-17 23:01:39,200,https://web.archive.org/web/20241117230139/http://projects.dharc.unibo.it/melody/musow/discover_music_data_on_the_web,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Memoria di guerra,http://www.memoriediguerra.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/memorie-guerra-project,FALSE,,2016-12-18 23:50:19,2024-12-21 20:12:39,200,https://web.archive.org/web/20241221201239/http://www.memoriediguerra.it/images/ilc1.png,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Metadata as Semantic Palimpsests: The Case of PHAIDRA@unipd,https://phaidra.cab.unipd.it/info/impressum,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,protocolo https non aggiornato,2014-12-18 21:57:50,2025-01-03 20:55:46,200,https://web.archive.org/web/20250103205546/https://phaidra.cab.unipd.it/info/impressum,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Metastasio,https://www.progettometastasio.it/public/,TRUE,,,,,KNOT,http://purl.org/knot/data/metastasio-drammi-project,FALSE,,2016-05-15 11:29:42,2024-12-20 13:10:41,200,https://web.archive.org/web/20241220131041/https://www.progettometastasio.it/public/css/default.css?random=676567d0b5952,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
MultiMatch: A New Way to Access Cultural Heritage Information across Media and Language Boundaries,http://multimatch01.isti.cnr.it/,FALSE,http://www.multimatch.eu/,TRUE,,FALSE,IRCDL,,FALSE,,2010-02-11 15:43:24,2023-06-02 08:59:47,NOSTATUSCODE,https://web.archive.org/web/20230602085947/http://multimatch01.isti.cnr.it/,2006-07-16 07:19:54,2024-12-03 00:23:04,200,https://web.archive.org/web/20241203002304/http://multimatch.eu/docs/publications/contribution2.pdf
Musisque Deoque,http://www.mqdq.it/,TRUE,,FALSE,,FALSE,DH Awards,,FALSE,,2009-06-17 19:36:50,2024-12-28 14:41:43,200,https://web.archive.org/web/20241228144143/http://www.mqdq.it/mqdq/poetiditalia/contesto.jsp?ordinata=pf1,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Musisque Deoque: Un archivio digitale di poesia latina,https://www.mqdq.it/public/,FALSE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,problemi con alcuni caricamenti,2016-01-20 20:58:22,2024-12-19 05:06:47,404,https://web.archive.org/web/20241219050647/https://www.mqdq.it/public/testo/testo/codice/OV%7Cmeta%7C001,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Musisque Deoque. Un archivio digitale di poesia latina,https://mizar.unive.it/mqdq/public/index,TRUE,,,,,KNOT,http://purl.org/knot/data/musisque-deoque-project,FALSE,,2018-08-07 19:00:18,2024-09-14 11:00:46,200,https://web.archive.org/web/20240914110046/https://mizar.unive.it/mqdq/public/index/collaboratori,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
musow,http://projects.dharc.unibo.it/musow/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,connessione non privata (accessibile con wayback ma non funzionante),2021-11-17 13:32:50,2024-12-16 16:48:30,200,https://web.archive.org/web/20241216164830/http://projects.dharc.unibo.it/musow/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
mythlod,https://dharc-org.github.io/mythlod/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,"solo sito vetrina, il progetto verrà caricato presto (chiuso nel 2020)",2021-11-22 20:11:10,2024-12-15 08:28:31,200,https://web.archive.org/web/20241215082831/http://dharc-org.github.io/mythlod,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
mythLOD,https://dharc-org.github.io/mythlod/static/mima.html,TRUE,,,,,KNOT,http://purl.org/knot/data/mythlod-project,FALSE,,2022-12-05 20:27:10,2024-04-18 19:33:59,200,https://web.archive.org/web/20240418193359/https://dharc-org.github.io/mythlod/static/mima.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Navigli Project,http://arcg.is/0vfWKj,TRUE,,FALSE,,FALSE,DH Awards,,FALSE,,2020-10-08 06:34:02,2024-07-09 08:39:23,200,https://web.archive.org/web/20240709083923/https://arcg.is/0vfWKj,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Noack,https://db.biblhertz.it/noack/noack.xml,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,,2007-05-13 20:47:23,2024-04-30 03:08:52,200,https://web.archive.org/web/20240430030852/https://db.biblhertz.it/noack/noack.xml,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
NumET,https://nuovomedioevo.it/numet-2/,FALSE,,FALSE,,FALSE,DH Awards,,FALSE,,2018-03-30 09:25:10,2021-10-22 16:05:12,NOSTATUSCODE,https://web.archive.org/web/20211022160512/https://www.nuovomedioevo.it/numet-2/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Nuova Bilioteca Manoscritta,https://www.nuovabibliotecamanoscritta.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2006-01-10 22:55:45,2025-01-04 18:44:24,200,https://web.archive.org/web/20250104184424/http://www.nuovabibliotecamanoscritta.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
odi: uno studio su il castello dei destini incrociati di italo calvino,https://projects.dharc.unibo.it/odi/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,alcuni filtri di ricerca non sono più funzionanti,2023-11-29 02:07:18,2024-07-04 08:04:53,200,https://web.archive.org/web/20240704080453/http://projects.dharc.unibo.it/odi,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Odonomastica Femminile,http://www.labcd.unipi.it/odonomastica-femminile/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,non funziona,2022-05-18 16:23:35,2024-09-14 21:35:56,200,https://web.archive.org/web/20240914213556/http://www.labcd.unipi.it/odonomastica-femminile/navigazione-per-macroaree/sud-italia/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Open Philology Project,,FALSE,http://openphilology.org/,TRUE,,FALSE,AIUCD,,FALSE,protocolo https non aggiornato,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2013-07-04 09:44:11,2018-01-05 11:10:34,200,https://web.archive.org/web/20180105111034/http://openphilology.org/logo2.jpg
OpenGadda,https://numgadda.github.io/OpenGadda/databasecolumnmerge.html,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
PAISÀ corpus italiano,https://www.corpusitaliano.it/en/index.html,TRUE,,,,,KNOT,http://purl.org/knot/data/paisa-project,FALSE,,2012-09-30 01:40:22,2024-06-21 17:18:31,200,https://web.archive.org/web/20240621171831/http://corpusitaliano.it/en/index.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Papyri.info,https://papyri.info/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2007-09-29 00:41:54,2025-01-05 02:58:59,200,https://web.archive.org/web/20250105025859/https://papyri.info/apis/columbia.apis.p421/json,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Parthenos Project,,FALSE,http://www.parthenos-project.eu/,TRUE,,FALSE,Italian DH Institutions,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2015-03-08 19:46:22,2024-12-28 07:52:21,200,https://web.archive.org/web/20241228075221/https://www.parthenos-project.eu/parthenos-and-friends-at-dh2019
PARTIGIANI D'ITALIA,https://partigianiditalia.cultura.gov.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/partigiani-italia-project,FALSE,,2022-12-10 14:40:07,2024-11-23 15:55:24,200,https://web.archive.org/web/20241123155524/https://partigianiditalia.cultura.gov.it/robots.txt,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
PAThs - Archaeological Atlas of Coptic Literature,https://atlas.paths-erc.eu/,TRUE,,,,,KNOT,http://purl.org/knot/data/paths-project,FALSE,,2019-02-25 10:44:01,2025-01-04 07:45:15,200,https://web.archive.org/web/20250104074515/https://atlas.paths-erc.eu/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
PedeCerto - metrica latina digitale,https://www.pedecerto.eu/public/,FALSE,,,,,KNOT,http://purl.org/knot/data/pedecerto-project,FALSE,,2020-02-19 13:00:44,2024-11-28 11:51:56,404,https://web.archive.org/web/20241128115156/https://www.pedecerto.eu/public/scansioni/scansioni,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Pelavicino,http://pelavicino.labcd.unipi.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2015-12-25 00:43:10,2024-12-09 19:17:27,200,https://web.archive.org/web/20241209191727/http://pelavicino.labcd.unipi.it/evt/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Personalization in Digital Libraries: An Intelligent Service based on Semantic User Profiles
",http://193.204.187.223:8080/iswc rebuild/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Perspectiva,https://dlib.biblhertz.it/perspectiva/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Petrarca itinera,https://petrarchsitinera.github.io/,FALSE,,FALSE,,TRUE,AIUCD,,FALSE,,2023-06-05 04:07:41,2023-06-05 04:09:40,404,https://web.archive.org/web/20230605040940/https://petrarchsitinera.github.io/linee-guida/assets/css/style.css,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Petrarchive,https://dcl.luddy.indiana.edu/petrarchive/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2023-12-01 12:04:27,2025-01-03 21:39:48,200,https://web.archive.org/web/20250103213948/https://dcl.luddy.indiana.edu/petrarchive/css/fonts/andron_scriptor_web-webfont.woff,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Pharos,https://pharosartresearch.org/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,accesso negato,2016-10-30 05:04:38,2025-01-05 00:59:40,200,https://web.archive.org/web/20250105005940/http://pharosartresearch.org/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
philoeditor,http://projects.dharc.unibo.it/philoeditor/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,progetto in lavorazione (finisce nel maggio 2025),2021-12-17 00:19:11,2024-08-06 10:08:33,200,https://web.archive.org/web/20240806100833/https://projects.dharc.unibo.it/philoeditor/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Pirandello nazionale,https://www.pirandellonazionale.it/opere/,TRUE,,FALSE,https://www.pirandellonazionale.it/,TRUE,AIUCD,,FALSE,,2017-12-18 06:45:48,2024-06-24 16:59:26,200,https://web.archive.org/web/20240624165926/https://www.pirandellonazionale.it/opere/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Poichilia,https://poichilia.unict.it,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2023-01-10 23:46:29,2024-08-13 15:17:15,200,https://web.archive.org/web/20240813151715/https://poichilia.unict.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Predicting the Usability of the Dice CAPTCHA via Artificial Neural Network,https://sites.google.com/site/sites/system/errors/WebspaceNotFound?path=%2Falessiaamelio%2F+software-tools%2Fdice-captcha-dataset.,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Progetto Mambrino,https://www.mambrino.it/it,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,risolve ma poi dice 404,2019-08-22 11:12:00,2024-12-04 09:24:39,200,https://web.archive.org/web/20241204092439/https://www.mambrino.it/it,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Progetto TraMonti,http://www.tramontivaldivara.it/,FALSE,,FALSE,,FALSE,DH Awards,,TRUE,protocolo https non aggiornato,2013-02-03 03:21:43,2019-11-20 16:28:37,NOSTATUSCODE,https://web.archive.org/web/20191120162837/http://www.tramontivaldivara.it/wp-content/plugins/wp-postratings/images/stars/rating_over.gif,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Progetto viver,https://testi.progettoviver.it/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2023-12-06 14:48:12,2024-11-15 00:19:51,200,https://web.archive.org/web/20241115001951/https://testi.progettoviver.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Project 3d Bridge,https://wissensgeschichte.biblhertz.it/3d-bridge-html/index3D.html,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2007-06-25 05:33:59,2009-01-19 14:11:43,200,https://web.archive.org/web/20090119141143/http://wissensgeschichte.biblhertz.it:80/3d-bridge-html/index3D.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Ragu project,,FALSE,,FALSE,https://raguproject.github.io/,FALSE,AIUCD,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Ramusio,http://virgo.unive.it/ecf-workflow/books/Ramusio/main/intro.html,FALSE,,,,,KNOT,http://purl.org/knot/data/elec-ramusio-project,FALSE,,2015-08-29 08:43:51,2023-10-28 17:41:44,NOSTATUSCODE,https://web.archive.org/web/20231028174144/http://virgo.unive.it/ecf-workflow/books/Ramusio/main/intro.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Rara,https://rara.biblhertz.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2007-03-02 12:26:48,2024-12-29 21:49:56,200,https://web.archive.org/web/20241229214956/https://rara.biblhertz.it/right.png,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
RDCI - Repertorio Digitale della Canzone Italiana,https://www.rdci.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/repertorio-canzone-project,FALSE,,2021-06-17 07:23:58,2024-11-23 16:34:45,200,https://web.archive.org/web/20241123163445/https://www.rdci.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Regional Research Portal FVG: an OpenScience portal,https://research.unityfvg.it/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,2018-01-20 19:44:41,2024-03-29 04:05:40,503,https://web.archive.org/web/20240329040540/https://research.unityfvg.it/cris/rp/rp35561/info.html?sort_byjournal=2&orderjournal=DESC&open=journal,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Registri Monterosso,https://registrimonterosso.labcd.unipi.it/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2021-09-01 18:05:13,2024-09-15 04:10:06,200,https://web.archive.org/web/20240915041006/https://registrimonterosso.labcd.unipi.it/paginaRegistrazione.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Repim,https://repim.itatti.harvard.edu/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2022-01-20 21:30:05,2024-11-23 10:35:43,200,https://web.archive.org/web/20241123103543/https://repim.itatti.harvard.edu/resource/repim:formSearch,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
RePIM - Repertorio della Poesia Italiana in Musica,https://repim.itatti.harvard.edu/resource/repim:formSearch,TRUE,,,,,KNOT,http://purl.org/knot/data/repim-project,FALSE,,2023-06-07 17:44:19,2024-11-23 10:35:43,200,https://web.archive.org/web/20241123103543/https://repim.itatti.harvard.edu/resource/repim:formSearch,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
ROADS,,FALSE,https://csc.dei.unipd.it/roads-project/index.html,TRUE,,FALSE,Italian DH Institutions,,FALSE,404 page not found,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,,,200,
S. Michele Arcangelo di Pegazzano,https://sanmichelepegazzano.labcd.unipi.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/pegazzano-project,FALSE,,2020-01-02 22:53:43,2024-09-19 13:37:48,200,https://web.archive.org/web/20240919133748/https://sanmichelepegazzano.labcd.unipi.it/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
SACHER: Smart Architecture for Cultural Heritage in Emilia Romagna,http://www.sacherproject.com/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,2018-04-26 17:11:47,2024-06-13 12:20:08,NOSTATUSCODE,https://web.archive.org/web/20240613122008/http://www.sacherproject.com/materiali%E2%80%A2,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
semantic digital edition of paolo bufalini’s notebook,http://projects.dharc.unibo.it/bufalini-notebook/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-11-21 23:26:27,2024-11-27 03:31:22,200,https://web.archive.org/web/20241127033122/https://projects.dharc.unibo.it/bufalini-notebook/indexes,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
semantic digital edition of vespasiano da bisticci’s letters,http://projects.dharc.unibo.it/vespasiano/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-12-04 15:42:31,2024-08-12 22:36:27,200,https://web.archive.org/web/20240812223627/http://projects.dharc.unibo.it/vespasiano/letters/42,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
SERICA,https://serica.unipi.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/serica-project,FALSE,,2022-09-04 17:16:37,2024-09-25 18:42:47,NOSTATUSCODE,https://web.archive.org/web/20240925184247/http://serica.unipi.it/ricerca-avanzata,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
SIAR: A User-Centric Digital Archive System,https://siar.regione.veneto.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2017-07-17 20:59:07,2024-12-19 01:11:02,200,https://web.archive.org/web/20241219011102/http://siar.regione.veneto.it/favicon.ico,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Siena map,https://db.biblhertz.it/siena/siena.xql,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-01-14 14:24:44,2024-09-18 06:28:10,200,https://web.archive.org/web/20240918062810/https://db.biblhertz.it/siena/siena.xql,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
śivadharma database,,FALSE,https://shivadharmaproject.com/the-sivadhama-infrastructure-modeling-a-web-application-for-managing-scholarly-data/,TRUE,,FALSE,Italian DH Institutions,,FALSE,ricerca per parole non va,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,,,406,
Spatial,https://dlib.biblhertz.it/spatial/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Staccioli,https://staccioli.biblhertz.it/resource/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2024-04-14 01:51:27,2024-12-15 03:34:53,200,https://web.archive.org/web/20241215033453/https://staccioli.biblhertz.it/resource/Default:Start,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Storia dei Carabinieri,https://www.spreaker.com/show/storia-dei-carabinieri,TRUE,,FALSE,,FALSE,DH Awards,,TRUE,sito non raggiungibile,2020-11-01 01:10:00,2023-10-05 08:35:21,404,https://web.archive.org/web/20231005083521/https://www.spreaker.com/show/storia-dei-carabinieri,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Stragi Nazifasciste,https://www.straginazifasciste.it/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2016-04-10 06:52:57,2025-01-03 17:07:18,200,https://web.archive.org/web/20250103170718/https://www.straginazifasciste.it/?lang=en,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
